"","GSM416567","GSM416568","GSM416569","GSM416570","GSM416571","GSM416572","GSM416573","GSM416574","GSM416575","GSM416576","GSM416577","GSM416578","GSM416579","GSM416580","GSM416581","GSM416582","GSM416583","GSM416584","GSM416585","GSM416586","GSM416587","GSM416588","GSM416589","GSM416590","GSM416528","GSM416529","GSM416530","GSM416531","GSM416532","GSM416533","GSM416534","GSM416535","GSM416536","GSM416537","GSM416538","GSM416539","GSM416540","GSM416541","GSM416542","GSM416543","GSM416544","GSM416545","GSM416546","GSM416547","GSM416548","GSM416549","GSM416550","GSM416551","GSM416552","GSM416553","GSM416554","GSM416555","GSM416556","GSM416557","GSM416558","GSM416559","GSM416560","GSM416561","GSM416562","GSM416563","GSM416564","GSM416565","GSM416566"
"IL17RC",0.6303048,0.25191164,-0.033123493,0.577332,-0.5335636,-0.2881031,-0.533226,-0.25015783,-0.5289793,0.042127132,-0.29758406,0.04879141,0.35172892,-0.12902308,0.34489918,-0.053328037,0.027218819,-0.022022724,0.63882065,-0.4549923,-0.3158021,-0.11874485,0.16223526,-0.2618866,0.22051764,0.5696955,0.6008949,0.30504227,-0.22571135,-0.49918127,-0.048900127,-0.122168064,-0.004953384,0.19600391,0.36813068,-0.30450773,-0.2629838,-0.035544872,-0.6000705,0.26243877,-0.6283145,0.047261715,0.14924526,0.045295715,0.51351357,-0.7947936,0.15493202,0.23138285,-0.5845256,0.16829538,-8.29697e-05,0.398942,0.10915375,-0.05392313,0.22330475,-0.2703023,0.350595,0.28885317,-0.26926517,0.3745904,0.2316246,-0.06057787,-0.1018184185
"CGN",0.7331815,0.15000868,-0.18686152,0.5977211,-0.627419,-0.16097546,-0.63261986,-0.1519804,-0.47777462,-0.05711689048,-0.3356409,0.19127321,0.29076242,0.059295654,0.41249132,-0.0465827,-0.054980278,-0.049074173,0.3675394,-0.55533695,-0.09644079,-0.016686916,0.16737938,-0.11445761,0.078462124,0.7430706,0.64322186,0.40567493,-0.23261452,-0.32188702,-0.21371508,-0.029190063,0.09288359,0.13013506,0.3111043,-0.21822596,-0.5219846,-0.2127366,-0.41902065,0.24536753,-0.89744425,0.16201973,0.13525486,0.026238441,0.27332926,-0.8808136,0.19654608,0.21811295,-0.7026062,0.14432812,0.2163353,0.38402462,0.2912035,-0.0137043,0.43897057,-0.14011097,-0.030751705,0.33203506,-0.6658664,0.6230922,0.31503105,-0.081591606,-0.032967567
"SRP46",-0.14624214,0.055727005,0.39963436,-0.21201038,0.047860623,0.09913063,0.0707407,0.42644405,0.2643671,-0.5239191,0.52478313,0.16313267,0.032298088,0.15754509,0.49985218,0.49108124,0.61932373,0.2034359,0.12947464,0.80533314,0.41593647,0.087249756,0.36556053,0.23519325,-0.43745327,-0.10879707,-0.002002716,-0.5302458,-0.11049652,0.021494865,-0.024840355,-0.577919,-0.11969948,-0.040927887,-0.13466549,-0.55001545,-0.09842014,-0.89486504,-0.12423515,-0.35656357,-0.16821003,0.5488157,0.2427082,0.8107605,-0.05815983,0.56448555,-0.2379942,0.11851215,0.55570984,-0.31503677,0.068761826,-0.23095703,0.20721531,-0.5212498,-0.6585655,-0.39679337,-0.49485302,-0.34241772,-0.20063496,-0.42975998,-0.06666565,0.016212463,0.062295914
"MUC15",0.7391691,0.139081,-0.43729115,0.64499235,-0.62576437,-0.17700243,-0.5707879,-0.09752989,-0.41929483,-0.1360054,-0.1801424,0.1346283,0.4749179,-0.03525734,0.27088308,-0.16144466,-0.19430351,0.08540821,0.47816515,-0.46186924,-0.23058844,-0.03344536,0.19362259,-0.18010998,0.46819687,0.75536203,0.53551674,0.39257193,-0.13051987,-0.4232316,0.012512207,-0.06478596,-0.043928623,0.0716027736,0.56234074,-0.037266254,-0.45901918,-0.109110355,-0.608686,0.1309681,-0.80874443,0.15040064,0.13605452,0.21077108,0.26086426,-0.9266367,0.31125307,0.19517231,-0.7624793,0.096049786,0.01586485,0.4446664,0.110636234,-0.14824104,0.2757783,-0.13865852,-8.01086e-05,0.32772827,-0.43109846,0.28639507,0.49068928,-0.20607424,0.03355837
"IER2",0.14658117,-0.15547037,-0.3116665,0.07535696,-0.13054085,0.03987503,-0.26904202,-0.3324213,-0.37393475,-0.2449789,-0.24250793,-0.22521305,0.06837845,-0.089800835,0.023923874,-0.16748905,-0.147336,-0.048770905,0.19749928,-0.43205738,-0.10611534,-0.11201954,-0.2235384,0.06912708,-0.07657814,0.24922323,0.18602276,0.29487324,-0.14322758,-0.138031,-0.12176037,0.34262466,-0.17041874,0.14242744,0.17577839,0.3382101,-0.2284975,0.14169884,0.0166869152,0.002684593,-0.015641212,0.3998909,0.30998516,0.09916115,-0.14673424,-0.43050575,0.3234911,0.28129768,-0.6469879,0.23445511,-0.03445053,0.12854385,0.32186985,0.07200241,0.33053875,-0.031163216,0.35993004,0.16386318,0.096660614,0.35701084,0.2795105,-0.019141197,-0.25703335
"LRRC56",0.36105633,0.3586669,0.04478693,0.68541527,-0.19679165,-0.12028122,-0.3415947,-0.025317192,-0.22410774,0.0693903,0.12549686,0.15395164,0.30828905,-0.021775246,0.41846323,0.13197947,0.08394718,-0.0444746,0.52084064,-0.064795494,0.17699623,0.08579922,0.19207573,0.11108208,-0.05801487,0.3922825,0.38184357,0.34662437,-0.48280096,-0.22361326,-0.41541624,-0.31613922,-0.044409275,-0.02110815,0.0760355,-0.2404871,0.042526245,-0.47379637,-0.44957447,0.014942646,-0.26931,-0.00927639,0.14957666,0.120726585,0.102044052111111,-0.23971939,0.056762695,-0.08426428,-0.3665743,0.040846825,-0.3299651,0.22310305,-0.022024155,-0.002678871,-0.020759583,-0.29374886,-0.10802317,0.14099455,-0.44740057,0.23725319,0.058174133,0.04420185,-0.10259533
"BDH2",0.64096403,0.2748394,-0.053572178,0.5828533,-0.53597975,-0.25755692,-0.20416069,-0.14808226,-0.50827456,0.18561602,-0.32261944,0.19117022,0.4070754,0.12642288,0.29462957,0.24284649,-0.057115555,0.16730452,0.4591875,-0.57741594,-0.24900293,-0.059753895,0.18648863,-0.11466551,0.4543419,0.71715736,0.5612955,0.22657728,-0.3415742,-0.5885935,-0.014892578,0.07476854,-0.08368111,0.045539856,-0.006753922,-0.022909164,-0.2443819,-0.254140136,-0.41184425,-0.022176743,-0.71820545,0.14196491,0.15984201,0.12872934,0.18197346,-0.81311893,0.285429,-0.101986885,-0.72444963,0.16422749,-0.019424438,0.40737772,0.25309467,-0.01915884,0.18554688,-0.37168884,0.12243652,0.27044725,-0.5321679,0.36699724,0.25274658,-0.07179403,-0.11355066
"EYA1",0.53154373,0.1873846,-0.20654249,0.51044416,-0.88740826,-0.3009529,-0.49688625,-0.35666275,-0.80984163,-0.02743721,-0.23371172,0.15647364,0.36935616,0.017995358,0.43043995,-0.107311726,-0.22939825,0.14917326,0.46118212,-0.46415663,-0.20582962,0.0125790601,0.22184849,-0.19525957,0.19143724,0.7136965,0.67063475,0.4198513,-0.28989697,-0.3828597,-0.21818495,-0.058885574,-0.008369446,0.2349596,0.40463543,-0.3252163,-0.12875319,-0.22011423,-0.53650475,0.1269455,-0.70983076,0.10185909,-0.029199123,0.24795294,0.3157134,-0.8840556,0.4168229,0.053911686,-0.4960389,0.20004272,-0.033717632,0.48244858,0.23882341,0.088335514,0.41632366,-0.24285221,0.093853,0.31068516,-0.28601646,0.4650712,0.46488523,-0.025485992,-0.11525679
"FGA",0.24883747,-0.073102,-0.46505547,0.3505268,-0.1402111,0.42584324,0.24466991,0.3323946,-0.29264164,0.82563305,-0.48576736,-0.13595104,0.104177475,-0.2181902,-0.020234108,-0.3524084,-0.8348732,-0.24126244,0.12506676,-0.733511,-0.44228554,-0.15349865,-0.10340595,-0.24993801,-0.040356636,0.5184736,0.36698437,0.20625591,0.39456654,0.16060925,0.26731205,0.49247932,0.27472878,0.4432373,0.83317566,0.14723492,0.50494003,0.5564747,0.092256546,0.61371136,-0.026301384,-0.026965141,-0.3293457,-0.16439629,-0.07136917,-0.84219074,0.00825882,-0.2734661,-0.9297285,-0.30700588,-0.23599434,0.16209221,0.042686462,-0.32072544,0.20843792,-0.53178406,0.087451935,0.069618225,-0.2621975,0.36137867,0.30505466,-0.16508865,-0.1107064733
"EXOSC2",-0.057604313,0.28242922,0.30481005,0.0991231443,-0.006024838,0.11215067,0.000339031,0.4469838,0.12834883,0.13811827,0.298779,0.07469225,0.045047283,0.20233297,0.39332342,0.42797136,0.62241125,0.3387456,0.22462797,0.36473513,0.22790575,0.2610402,0.12500525,0.4083295,-0.2459445,-0.123111725,-0.05596876,-0.021830082,-0.71874857,-0.12127733,-0.10143423,-0.28209925,-0.10856581,-0.20422983,-0.14510393,-0.39477015,-0.061719418,-0.75069,-0.10091543,-0.17941618,-0.46414423,0.16968966,0.35885286,-0.12310076,-0.04156351,0.32116365,-0.01736021,0.000946522,0.44271612,0.055408955,-0.76047564,0.005077839,-0.13752222,0.06659174,-0.37319708,0.15238142,-0.49355745,-0.18399858,-0.19355345,-0.17423391,-0.16860533,0.30228853,-0.3974681
"SAGE1",0.54806566,0.2740879,-0.14854431,0.60037565,-0.67678976,-0.29373503,-0.5203152,-0.06720257,-0.86111784,-0.036937343,-0.15823507,0.23519087,0.30268526,-0.034968853,0.3580103,-0.06958628,-0.06310797,0.33028412,0.5824046,-0.50861263,-0.24935007,-0.14072323,5.19753e-05,-0.11631203,0.067694664,0.6475601,0.6934247,0.46176577,-0.076210976,-0.5053482,-0.41931963,0.20470762,-0.16268921,0.29902792,0.32330132,-0.20032835,-0.18264008,-0.4644661,-0.5353675,-0.03417349,-0.731832,0.10147619,-0.010008812,0.17821074,0.090723515,-0.76461935,0.32503843,0.036224365,-0.56404924,0.1755948,-0.11609793,0.44904804,0.1337223,-0.031097889,0.36736345,-0.25133896,0.15438795,0.42656422,-0.46364212,0.64220715,0.5111556,0.045025826,0.087470055
"CPT2",0.08168602,0.24694633,0.022070885,-0.17566776,0.31338978,0.1735487,-0.10960674,0.063191414,0.34766102,-0.19528484,0.055610657,-0.23195934,-0.18105984,0.033735275,-0.083934784,0.18391228,0.37717628,-0.42911625,0.12438393,0.23969269,-0.07094574,-0.14855385,-0.17164421,0.078053474,0.12582016,-0.12017155,-0.08883953,-0.16760635,-0.47549343,-0.49857903,0.31701565,0.04036045,0.19028378,-0.135252,-0.23351574,0.14183712,-0.30221272,0.3048525,-0.247756,0.08840656,0.084391594,-0.06315422,-0.055081367,-0.3665104,0.37207603,0.77243423,0.0550375,-0.25287056,0.6033926,0.27849674,0.5700407,0.14304924,-0.21561241,-0.16515541,-0.09844589,-0.061244965,0.07997036,-0.35862255,-0.18546581,-0.43246746,-0.0248824118,0.16909122,-0.13703728
"HMP19",0.5219841,0.1322298,-0.20319748,0.49529123,-0.53682184,-0.18088198,-0.5815301,-0.2523899,-0.52329826,0.65284824,-0.16930151,0.25557804,0.30750608,-0.0550664425,0.17014599,-0.052018166,-0.3304777,-0.005597115,0.414474,-0.6800308,-0.25249004,0.06880951,0.012646675,-0.13448143,0.21716356,0.59351873,0.48391914,0.16330957,-0.17849493,-0.27972317,-0.23418999,0.05066204,-0.018919468,0.00992918,0.26351547,-0.025745392,-0.077231884,0.13861752,-0.42032385,0.12526798,-0.58402157,0.23550272,-0.030195713,0.11043978,0.09995556,-0.5921993,0.31834698,-0.15369701,-0.64431477,0.15837193,-0.000464916,0.3767867,0.102375984,-0.034029007,0.31044722,-0.23747873,0.24878311,0.3321519,-0.16458607,0.112277985,0.45516634,-0.10361338,-0.008235455
"CRAT",0.7206054,0.33061838,-0.3463936,0.3602991,-0.49635267,-0.29467916,-0.3819976,-0.38324022,-0.5304742,-0.24473572,-0.18690157,0.46710253,0.5912328,-0.18055868,0.22497702,0.037611008,-0.033664227,0.01265192,0.30385828,-0.67452383,-0.17484808,-0.20813799,0.13662577,-0.13868475,0.00297308,0.7517867,0.6125908,0.20238686,-0.16843367,-0.61223125,-0.3649273,-0.35434532,-0.06276703,0.11127758,0.26342297,-0.47863865,-0.42167425,0.14451075,-0.5902648,0.48363352,-0.48014784,-0.016942024,0.08734894,0.52827215,0.6296096,0.15936995,0.16658974,0.036812782,-0.4688344,-0.001873016,0.7640853,0.12792587,-0.058484077,-0.14092207,0.46853304,-0.25008917,0.1042800895,0.3583703,-0.5996032,0.22872162,0.16165829,-0.23049498,0.18907118
"KIAA1815",0.21747494,0.17961693,-0.19773483,0.19399452,-0.24119663,-0.11180782,-0.21146584,0.19468117,-0.46266365,-0.07078266,-0.0834508476666667,0.18496132,0.048482895,-0.05895233,0.2888584,-0.022779465,-0.062215805,0.1490736,0.26677418,-0.27717972,0.070054054,-0.1361723,0.065114975,0.09513569,-0.008710384,0.46117878,0.23920345,0.27928543,-0.010959625,-0.09939957,0.18752003,-0.12970924,-0.015523911,0.002662182,0.22740221,-0.22727776,-0.19264793,-0.3459196,-0.20281792,0.09872913,-0.45437527,-0.040041447,-0.08259821,0.09992218,0.02908945,-0.1688633,0.27788734,0.1123867,-0.35951424,0.008465767,0.28012466,0.1754961,0.036413193,-0.08683109,0.05392742,-0.06087494,0.009138107,0.30420017,-0.13151932,0.17284822,-0.017838478,-0.14933491,-0.09656906
"PUS3",-0.09927797,-0.2360754,0.19194031,-0.10241413,0.1973238,0.3951578,0.55593014,0.27859783,0.6768818,0.6141329,-0.37123775,-0.40312195,-0.13583088,-0.34230614,-0.3006916,-0.26553917,-0.6528082,-0.2939558,-0.37708902,-0.10399723,0.052223206,0.26677895,0.3167553,0.19886684,0.073633194,-0.07071495,-0.14325857,0.03064251,0.15555954,0.35196018,0.04502201,0.45368862,0.26836205,0.2036972,0.0135515686,0.16943932,0.42967987,0.28123665,0.49679947,0.41845703,0.5327625,-0.005162239,-0.12955856,-0.5152292,-0.19593239,-0.56082153,-0.50206566,-0.38091087,-0.14733028,-0.47420502,-0.64625835,-0.05216217,0.28532028,0.13890553,-0.21854115,0.47317505,-0.19481468,-0.38814926,0.23628044,0.06103134,-0.4154415,-0.07131672,0.124461174
"NFIC",0.64866257,0.33813286,-0.2642455,0.52835035,-0.40361118,-0.12010813,-0.32426405,-0.05059719,-0.57010746,-0.053756237,-0.22138643,0.2415185,0.19964218,0.06597233,0.29863024,-0.12706614,-0.18748522,0.15815496,0.62294436,-0.5194502,-0.11824846,-0.0096035,0.24190617,-0.18085861,0.028358936,0.576602,0.48039436,0.25042582,-0.30505133,-0.50174236,-0.1922679,-0.0977381228,-0.019542694,-0.015642643,0.47169065,-0.2582364,-0.30530787,-0.2972021,-0.32969666,0.11487913,-0.75552845,0.072770596,0.109292984,0.14992905,0.4375186,-0.5768919,0.13230467,0.12496042,-0.48403406,0.34084892,0.15063667,0.4704895,-0.015779018,0.07224512,0.3425498,-0.19668579,-0.13272524,0.16565275,-0.5680227,0.20929813,0.43443966,-0.16958523,0.08487415
"CORO1A",0.17093658,0.3170719,0.039868355,-0.08737087,0.27221298,0.2460556,0.21318531,-0.22554207,-0.1864214,-0.37087536,0.07666111,-0.03894806,-0.13793278,0.0209506354444444,-0.30591965,-0.13603783,-0.29327774,-0.41072178,-0.15401936,0.000709534,-0.10883236,-0.44718266,-0.24204159,0.109903336,0.51767063,0.2522688,-0.24456501,-0.27883816,0.5927944,-0.06468487,0.42110252,0.03547287,-0.048340797,0.13438702,0.19365025,0.14391136,-0.07937622,1.2308702,-0.026425362,0.59531975,0.44065285,-1.012783,-1.0457764,-0.26383877,0.076509476,0.25094032,0.29367542,0.18448162,0.10296345,0.39455318,1.3319101,0.12492466,-0.6078367,-0.70755386,0.6942234,-0.36665726,0.061136246,0.13681412,-0.346385,-0.5663929,-0.16597557,-0.042708397,-0.47333908
"LIPA",0.12211418,-0.17635441,0.50852776,-0.8449888,0.06513691,-0.13609219,-0.4080696,-0.8363304,0.20214272,-1.3673859,0.033898354,-0.37322807,0.046792984,0.19271183,-0.4094677,0.055833817,-0.05139923,-0.3814602,-0.96783733,0.40028954,-0.41219044,-0.63815594,-0.48569107,0.053951645,0.796093,-0.28318024,0.82826996,0.14714622,0.26728916,0.8516731,0.16069889,0.45538616,-0.19154549,0.13037014,0.71806335,1.3760958,0.020327568,-0.41219902,-0.7485504,-0.096915245,0.5221586,0.536767,-0.2556076,0.47382545,-0.13744926,0.7438288,-0.68635464,0.35538864,1.1216497,0.6387129,-0.44182777,-0.49894047,0.066185,-0.3462286,-0.28071213,0.37000942,-0.14914894,-0.20396042,0.45272732,-0.7156906,-0.3005848,0.7211399,-0.006820679
"ACAD10",-0.008906841,0.2430687,0.18501663,0.067875385,0.100678444,0.12205315,0.12230492,-0.07746124,0.33737564,0.34399986,-0.20702267,-0.065649986,-0.20109129,-0.028899193,-0.1130147,-0.15382099,-0.22821522,-0.13256836,0.06819248,-0.08090305,0.292943,0.12019539,-0.13766956,0.2181282,0.0508558488888889,0.058268547,0.21667147,0.041520596,0.1861,0.14068413,0.5184021,-0.4579997,0.014403343,-0.17391682,-0.029298782,0.0008955,0.18731785,-0.18180752,-0.10412502,0.035809517,0.34366035,0.002793312,-0.11760712,-0.16040134,-0.028723717,-0.28910065,0.060902596,-0.06406784,-0.18798447,0.02803421,-0.17058754,0.16153908,-0.2670288,-0.06724548,0.2844982,0.23106194,-0.062158585,0.14226723,-0.0875721,-0.15024328,-0.35177565,0.026875496,-0.3768263
"ZNF224",0.007761002,-0.010748863,0.23174095,-0.14131594,-0.1580143,0.085056305,-0.14421654,0.113651276,-0.121870995,0.32755184,0.18645287,0.07533169,0.013298035,-0.030831337,-0.24993706,0.3411417,0.30572796,0.4128561,0.018414497,0.16671753,0.2958231,0.26125813,0.10324764,0.030498505,-0.16702175,0.003489494,-0.1441598,0.09717941,-0.1095562,-0.1365757,-0.22250175,-0.19138336,-0.09236622,-0.20290756,-0.24545383,-0.21839237,-0.047722816,-0.40478802,-0.10201168,-0.40914917,-0.25032902,0.27651882,0.15663815,-0.038651466,-0.40412903,0.46045303,0.21568966,0.18430233,0.1228613862,0.005666733,-0.02295971,0.019532204,0.25137234,-0.07639885,0.11999321,-0.05160618,0.14990044,-0.13164902,0.12887287,0.07538319,-0.06181431,-0.27276897,-0.19263935
"TDRKH",0.6146622,0.13049173,-0.13220501,0.52773094,-0.50850105,-0.32326508,-0.34021664,-0.019551277,-0.60237265,-0.19545269,-0.1670395854,0.10264158,0.29714537,0.12176275,0.45582104,0.11104584,0.025475502,0.25992632,0.4872942,-0.10361099,-0.19878674,-0.11244154,0.1114316,-0.1394949,0.29414797,0.5692048,0.5958624,0.3029418,-0.3049183,-0.45725727,-0.35578918,-0.1292696,-0.09478092,0.108774185,0.23022795,-0.43580437,-0.37038326,-0.29563665,-0.4984765,0.025001526,-0.6753502,0.23325396,0.007979393,0.36542892,0.13812828,-0.41994762,0.27827597,0.13159084,-0.13118553,0.25274324,-0.057302475,0.1821227,-0.029485226,-0.092981815,0.35892057,-0.09546089,-0.007826805,0.2303462,-0.25547028,0.1853919,0.35916376,-0.23070669,-0.123542786
"RBMX2",-0.30137777,0.1807394,0.13025093,-0.12071991,0.38218403,0.18490982,0.36560154,0.28557014,0.6375952,0.1366415,-0.22139645,-0.37015057,-0.49046612,-0.25603485,-0.3574047,-0.10791874,-0.49188042,-0.51151085,-0.40969563,0.19400978,0.08745766,0.25343418,0.044077873,0.22546673,0.074172761,-0.06250954,-0.20901155,-0.11570072,0.049149513,0.12568188,0.42434216,0.21398354,0.54443455,0.21537685,-0.31702137,-0.038313866,0.1551714,0.50392914,0.24641418,0.36219597,0.43886757,-0.21532631,-0.32642937,-0.40891075,-0.052248955,-0.17532921,-0.3383608,-0.42860985,0.21379375,-0.35419273,-0.36326504,0.21412563,0.17539215,0.19026756,-0.22095871,0.22531319,-0.027855873,-0.08468723,-0.028630257,0.15677643,-0.27722073,-0.05239582,0.28803444
"PREB",0.15225458,0.10022211,-0.13722467,0.1815044887,-0.23346281,-0.17876482,-0.1370759,0.18500853,0.1916852,-0.09672308,-0.15685225,0.006860256,0.076634884,0.006319523,0.034956455,-0.003050327,0.23267984,-0.100963116,0.15413523,0.42433596,0.05652094,-0.002237797,-0.19573927,-0.08513594,-0.14922571,-0.054184914,0.09886217,-0.12683153,-0.027246952,-0.6651788,-0.15574026,-0.24714422,0.17751741,0.07580805,-0.06355238,-0.387033,-0.24983835,0.30896807,-0.24939871,0.34717417,0.03561735,-0.026738644,-0.1254754,0.07329893,0.57159376,0.21874857,0.17561865,0.1291089,0.19151735,-0.02581358,0.11708021,-0.02430296,-0.046597958,0.19491434,0.009036541,-0.21617079,0.18338156,-0.024270535,-0.25654554,0.001204968,0.06630564,-0.16522741,0.024483204
"SMS",-0.16291237,0.058350563,-0.09486389,-0.39957523,0.076610565,0.063409805,0.07885647,-0.32798004,-0.33333778,-0.50088596,0.26559162,0.2068882,-0.30272102,0.39305973,-0.048944473,0.24189949,0.081902504,0.48428345,0.2185421,0.07163715,-0.16450596,0.0129532822,-0.3862362,-0.26184082,-0.070282936,-0.39752674,-0.34561443,-0.30253506,-0.10833073,-0.007326126,0.013381958,-0.22480106,-0.33576107,-0.015595436,-0.10197353,-0.021922112,-0.1323843,-0.1354084,0.039484978,-0.48336124,-0.27137852,0.11408901,0.34716034,0.1704197,0.2571888,0.41099262,0.49554825,0.15903664,0.22195053,0.5643463,0.24620533,0.44110966,0.013417244,-0.15569115,0.12946033,-0.07115841,-0.12469101,0.027567863,0.21108246,-0.21134758,0.27953243,-0.15489388,0.4491043
"FLJ30934",0.46230268,0.13493156,-0.1909991737,0.5430541,-0.46267653,-0.3249836,-0.39580393,-0.0828743,-0.5348077,-0.021743298,-0.16528273,0.010263443,0.33982515,-0.11141825,0.26746464,0.04277134,-0.20199537,0.10293388,0.32049036,-0.41315413,-0.4787898,-0.022116661,0.053941727,-0.22442913,-0.055695057,0.6577821,0.5172906,0.39636612,-0.22648335,-0.45652723,-0.035796165,-0.009391785,-0.25017834,0.21847868,0.12206173,-0.07389164,-0.19975424,-0.14295912,-0.36411715,0.33750486,-0.4071107,0.030518055,0.005523682,0.09158087,0.20877647,-0.6612706,0.2316761,0.09324312,-0.4729252,0.16581106,-0.011316299,0.3572712,0.28831053,0.007099628,0.33698177,-0.0681653,0.25839615,0.14951468,-0.21525192,0.47191,0.46587324,-0.16944695,-0.0495677
"ALOX12",0.33513403,-0.18417835,-0.7681732,0.3234067,-1.2358208,-0.40778065,-0.60856724,-0.4087391,-1.0938377,-0.57662916,-0.36975574,0.34959316,1.0804043,-0.3735714,0.17337036,-0.25651312,-0.495296,-0.018572807,0.44073963,-0.4740839,-0.59054947,-0.114993095,0.20862675,-0.35337257,0.21009064,0.4283619,1.1011715,0.16453314,0.1884613,-0.1387883663,0.069475174,-0.2645092,-0.4435506,0.2377634,1.0925646,-0.60910463,-0.6980839,0.15964127,-0.98986006,0.5796766,-0.9259443,0.11920929,-0.25281286,1.5576782,1.485158,-0.848403,0.8820934,-0.08823633,-0.99981546,0.83357143,0.59538555,0.031645775,0.13612556,-0.39881945,0.6425047,-0.20147228,0.28635502,0.44868279,-0.55381966,0.06420994,0.7860899,-0.026615143,0.9474449
"LOC643057",0.44033337,0.41253662,-0.012907982,0.720067,-0.5150633,-0.008630753,-0.28992558,-0.0741806,-0.6956587,0.10854721,-0.17189026,0.46849537,0.2533741,0.059337616,0.57922935,0.17364788,-0.12264919,0.2702999,0.7045202,-0.49881554,-0.33982563,-0.18977642,0.0658026231,-0.291193,0.28987503,0.74428844,0.23450089,0.7243433,-0.019194603,-0.13590813,-0.06938553,0.13617325,0.024795532,0.13308525,-0.040390015,-0.3096304,-0.25254154,-0.2131033,-0.48319912,0.2078886,-0.7899313,0.33380222,0.32589054,0.20420265,0.42231274,-0.93088627,0.42747688,0.1349535,-0.69491863,0.3050804,-0.12327099,0.24448967,0.04909897,-0.13028812,0.0425148,-0.44778538,-0.05493641,-0.029245377,-0.6734705,0.1576252,0.13066864,-0.48220348,-0.24965286
"PLAG1",0.45256662,-0.029363632,-0.19896555,0.25750446,-0.41509438,-0.046706676,-0.4356494,0.13190842,-0.3821125,-0.26503086,0.019978523,-0.124631405,0.05716324,0.07869291,0.2246046,0.28407812,-0.17662477,0.059677124,0.3124323,-0.40131426,0.15663147,0.07941437,0.14223337,-0.02850151,-0.1450758,0.3674569,0.37877893,0.3559227,-0.46531773,-0.10540104,-0.22647476,-0.02720213,0.13019085,0.37549353,-0.021721363,-0.17884159,-0.19652939,-0.38729286,-0.377498482,0.16669035,-0.6483803,0.48103905,0.33480263,0.13349295,0.17225695,-0.6630869,0.40967894,-0.07899666,-0.4201193,0.2701702,-0.30908394,0.50022984,0.38341618,-0.042650223,0.041727066,-0.03746414,-0.015434742,0.18899918,-0.2562704,0.3837347,0.2931118,-0.1727848,-0.15585756
"SPPL2B",0.61690235,0.071875095,0.020888329,0.6250062,-0.710444,-0.37802982,-0.39655828,-0.27077484,-0.5647092,-0.095984936,-0.32408333,0.076100826,0.315207,0.0966053,0.40185976,-0.0360085483,-0.14232731,-0.07443142,0.544312,-0.45808744,-0.2169013,0.073486805,0.12072277,-0.14286757,0.12705421,0.70108795,0.5899968,0.42631817,-0.2869358,-0.49075747,-0.25676298,-0.039201736,0.34979773,0.1540432,0.30128574,-0.20103693,-0.2212224,-0.07398558,-0.6364188,0.3157692,-0.6970515,0.1311884,0.21768713,0.16554308,0.45821428,-0.2924347,0.14895582,-0.091905594,-0.15055275,0.07772875,0.123404026,0.30972004,-0.010441303,-0.12214041,0.111475945,-0.35661793,-0.01326704,0.2725606,-0.44034815,0.24017048,0.33565283,-0.13667011,-0.003462315
